yr,mo,dy,date,st,mag,inj,fat,slat,slon,elat,elon,len,wid
1953,6,7,07/06/1953,NE,1,2,0,41.2,-97.28,41.42,-96.95,22.7,10
1953,6,7,07/06/1953,NE,1,0,0,40.1,-98.85,40.32,-98.9,15,33
1953,6,7,07/06/1953,NE,1,0,0,42.28,-97.78,42.32,-97.62,8.2,10
1953,6,7,07/06/1953,NE,2,0,0,41.23,-99.27,41.33,-99.17,6.6,100
1953,6,7,07/06/1953,NE,2,0,0,40.78,-98.17,40.87,-98.25,6.6,10
1953,6,7,07/06/1953,NE,2,1,0,41.47,-98.63,41.68,-98.37,20.1,10
1953,6,7,07/06/1953,NE,2,2,0,41.35,-97.07,41.42,-96.95,6.9,10
1953,6,7,07/06/1953,NE,2,0,0,41.95,-97.67,42.17,-97.52,16.6,10
1953,6,7,07/06/1953,NE,2,6,0,42.13,-97.6,42.42,-97.12,31,10
1953,6,7,07/06/1953,NE,2,1,0,41.55,-96.25,41.57,-96.17,4.1,10
1953,6,7,07/06/1953,NE,3,1,0,41.7,-98.02,41.82,-98.02,8,250
1953,6,7,07/06/1953,NE,4,0,11,41.33,-99.13,41.57,-99.05,15,440
1953,6,7,07/06/1953,SD,0,0,0,43.85,-98.02,0,0,1.5,10
1953,6,8,08/06/1953,MI,0,0,0,43.88,-83.33,0,0,0.1,10
1953,6,8,08/06/1953,MI,2,13,4,44.33,-83.63,44.45,-83.33,16.6,833
1953,6,8,08/06/1953,MI,3,11,0,42.58,-83.7,42.6,-83.68,9.1,200
1953,6,8,08/06/1953,MI,3,0,0,44.82,-83.47,0,0,1.8,100
1953,6,8,08/06/1953,MI,3,5,1,42.2,-84,42.25,-83.78,11.3,70
1953,6,8,08/06/1953,MI,4,23,0,43.15,-83.18,43.13,-82.5,33.8,833
1953,6,8,08/06/1953,MI,4,18,4,41.78,-83.57,41.78,-83.45,5.4,200
1953,6,8,08/06/1953,MI,5,844,116,43.1,-83.85,43.17,-83.42,18.9,833
1953,6,8,08/06/1953,NE,0,0,0,41.07,-102.05,0,0,0.1,10
1953,6,8,08/06/1953,NE,0,0,0,41.08,-102.08,0,0,0.1,10
1953,6,8,08/06/1953,NE,1,0,0,41.07,-102.1,0,0,0.1,83
1953,6,8,08/06/1953,OH,4,379,17,41.22,-83.9,41.5,-81.72,118,100
1953,6,9,09/06/1953,MA,3,17,0,42.17,-71.77,42.05,-71.2,28,667
1953,6,9,09/06/1953,MA,4,1228,94,42.47,-72.17,42.3,-71.52,34.9,900
1953,6,9,09/06/1953,NH,1,0,0,43.23,-70.83,0,0,1,40
1953,6,9,09/06/1953,NH,3,5,0,42.97,-70.97,0,0,1.5,100
1953,6,10,10/06/1953,VA,1,0,0,36.72,-82.3,0,0,0.1,10
1953,6,11,11/06/1953,WY,1,0,0,42.75,-104.83,42.75,-104.68,7.2,67
1953,6,12,12/06/1953,WY,2,0,0,43.87,-105.27,0,0,2,33
1953,6,13,13/06/1953,IN,1,0,0,40.42,-86.88,0,0,0.1,10
1953,6,13,13/06/1953,ND,0,0,0,48.67,-101.5,0,0,0.1,10
1953,6,13,13/06/1953,ND,2,0,0,48.17,-103.38,0,0,0.1,10
1953,6,13,13/06/1953,OH,2,0,0,39.73,-84.63,0,0,0.1,10
1953,6,13,13/06/1953,VA,1,0,0,36.58,-79.4,36.58,-79.32,4.5,10
1953,6,14,14/06/1953,SD,2,0,0,43.47,-101.5,43.83,-101.27,27.7,440
1953,6,15,15/06/1953,SD,2,0,0,45.5,-97.98,45.58,-97.87,7.6,10
1953,6,17,17/06/1953,CO,2,0,0,37.1,-106.1,0,0,1,1417
1953,6,18,18/06/1953,FL,1,0,0,27.82,-82.83,0,0,0.1,10
1953,6,18,18/06/1953,SD,1,0,0,43.75,-97.37,43.8,-97.18,9.3,67
1953,6,19,19/06/1953,KS,1,0,0,39.4,-98.43,39.48,-98.37,6.6,440
1953,6,19,19/06/1953,KS,2,0,0,38.6,-97.07,38.6,-96.9,8.8,10
1953,6,19,19/06/1953,KS,2,0,0,39.6,-95.6,0,0,0.1,10
1953,6,19,19/06/1953,NE,1,0,0,40.18,-98.57,0,0,1.5,10
1953,6,19,19/06/1953,NE,2,1,0,42.22,-97.02,0,0,0.1,10
